CPUID:,0xA50F00
Processor:,AMD Ryzen 7 5800H
Platform:,Socket FP6 (BGA 1140)
Revision:,CZN-A0
Lithography:,7 nm

* Values should be divided by 1000
Session start:,00:04:36 - December 17 - 2025

Time,Cur. CPU #0 Tdie #0,Min. CPU #0 Tdie #0,Max. CPU #0 Tdie #0,Avg. CPU #0 Tdie #0,Cur. CPU #0 Core #0,Min. CPU #0 Core #0,Max. CPU #0 Core #0,Avg. CPU #0 Core #0,Cur. CPU #0 Core #1,Min. CPU #0 Core #1,Max. CPU #0 Core #1,Avg. CPU #0 Core #1,Cur. CPU #0 Core #2,Min. CPU #0 Core #2,Max. CPU #0 Core #2,Avg. CPU #0 Core #2,Cur. CPU #0 Core #3,Min. CPU #0 Core #3,Max. CPU #0 Core #3,Avg. CPU #0 Core #3,Cur. CPU #0 Core #4,Min. CPU #0 Core #4,Max. CPU #0 Core #4,Avg. CPU #0 Core #4,Cur. CPU #0 Core #5,Min. CPU #0 Core #5,Max. CPU #0 Core #5,Avg. CPU #0 Core #5,Cur. CPU #0 Core #6,Min. CPU #0 Core #6,Max. CPU #0 Core #6,Avg. CPU #0 Core #6,Cur. CPU #0 Core #7,Min. CPU #0 Core #7,Max. CPU #0 Core #7,Avg. CPU #0 Core #7,CPU #0 Core #0 Load,CPU #0 Core #0 Frequency,CPU #0 Core #1 Load,CPU #0 Core #1 Frequency,CPU #0 Core #2 Load,CPU #0 Core #2 Frequency,CPU #0 Core #3 Load,CPU #0 Core #3 Frequency,CPU #0 Core #4 Load,CPU #0 Core #4 Frequency,CPU #0 Core #5 Load,CPU #0 Core #5 Frequency,CPU #0 Core #6 Load,CPU #0 Core #6 Frequency,CPU #0 Core #7 Load,CPU #0 Core #7 Frequency,CPU #0 Package,CPU #0 Core #0,CPU #0 Core #1,CPU #0 Core #2,CPU #0 Core #3,CPU #0 Core #4,CPU #0 Core #5,CPU #0 Core #6,CPU #0 Core #7,
01:16:38 12/17/25,49875,44000,92750,58942,48699,40980,81905,49530,48826,41965,92112,52893,48140,41030,81224,49358,47748,41442,87248,51128,47518,40920,78570,48918,47174,41317,83512,50375,47219,40892,74349,48367,47060,41369,79594,49278,13692,1856479,4381,1547066,2830,1547066,0,1547066,0,1547066,0,1547066,0,1547066,589,1547066,5081,581,432,291,150,44,4,5,12,
01:16:48 12/17/25,49750,44000,92750,58921,48499,40980,81905,49527,48555,41965,92112,52884,48632,41030,81224,49354,47651,41442,87248,51120,47519,40920,78570,48914,47164,41317,83512,50367,47224,40892,74349,48364,47070,41369,79594,49273,1017,1856479,13525,1856479,2533,1547066,966,1547066,1750,1547066,1750,1547066,1750,1547066,966,1547066,4992,406,368,586,125,4,4,4,10,
01:16:58 12/17/25,50250,44000,92750,58901,48795,40980,81905,49525,49052,41965,92112,52875,48332,41030,81224,49352,47627,41442,87248,51113,47667,40920,78570,48912,47337,41317,83512,50360,47418,40892,74349,48362,47287,41369,79594,49268,7891,1856479,11750,1856479,1717,1547066,945,1547066,174,1547066,174,1547066,174,1547066,174,1547066,5027,504,475,283,4,5,4,4,17,
01:17:08 12/17/25,50375,44000,92750,58882,48694,40980,81905,49524,49210,41965,92112,52867,48034,41030,81224,49350,47759,41442,87248,51106,47642,40920,78570,48909,47364,41317,83512,50354,47407,40892,74349,48360,47294,41369,79594,49264,9065,1856479,3569,1856479,5145,1547066,602,1547066,0,1547066,0,1547066,0,1547066,1311,1547066,5067,525,505,119,47,4,5,4,11,
01:17:18 12/17/25,50500,44000,92750,58863,48636,40980,81905,49523,49764,41965,92112,52860,48273,41030,81224,49348,48134,41442,87248,51098,47727,40920,78570,48906,47526,41317,83512,50347,47490,40892,74349,48358,47393,41369,79594,49260,448,1856479,1674,1547066,896,1547066,448,1547066,896,1547066,896,1547066,896,1547066,0,1547066,4926,424,578,227,133,4,5,5,13,
01:17:28 12/17/25,50250,44000,92750,58843,48624,40980,81905,49521,48794,41965,92112,52852,48242,41030,81224,49345,47667,41442,87248,51091,47766,40920,78570,48904,47446,41317,83512,50341,47537,40892,74349,48356,47395,41369,79594,49255,13889,1547066,5335,1856479,0,1547066,1467,1547066,1467,1547066,1467,1547066,1467,1547066,733,1547066,4969,431,383,219,5,4,4,5,11,
01:17:38 12/17/25,50000,44000,92750,58823,48643,40980,81905,49519,49236,41965,92112,52843,48386,41030,81224,49342,48080,41442,87248,51083,47651,40920,78570,48901,47407,41317,83512,50334,47388,40892,74349,48354,47276,41369,79594,49251,6536,1547066,13502,1856479,1074,1547066,537,1547066,1074,1547066,537,1547066,0,1547066,1196,1547066,5065,440,486,339,176,4,4,4,13,
01:17:48 12/17/25,50125,44000,92750,58803,48467,40980,81905,49516,48722,41965,92112,52835,48012,41030,81224,49339,47585,41442,87248,51076,47636,40920,78570,48898,47346,41317,83512,50327,47456,40892,74349,48351,47283,41369,79594,49246,13221,1856479,14825,1856479,2364,1856479,2364,1547066,0,1547066,0,1547066,0,1547066,433,1547066,5280,450,390,146,5,4,4,4,11,
01:17:58 12/17/25,50500,44000,92750,58785,48599,40980,81905,49515,49091,41965,92112,52827,48180,41030,81224,49337,47764,41442,87248,51069,47799,40920,78570,48895,47492,41317,83512,50321,47587,40892,74349,48350,47454,41369,79594,49242,7389,1856479,24459,1547066,0,1547066,1181,1547066,1130,1547066,1073,1547066,1073,1547066,1073,1547066,5074,428,465,160,5,4,4,4,13,
01:18:08 12/17/25,50125,44000,92750,58768,48405,40980,81905,49514,49210,41965,92112,52820,48007,41030,81224,49335,47735,41442,87248,51063,47714,40920,78570,48893,47453,41317,83512,50315,47518,40892,74349,48348,47380,41369,79594,49239,10199,1856479,7883,1856479,166,1547066,166,1547066,166,1547066,267,1547066,267,1547066,1038,1547066,5055,399,521,114,4,4,4,5,12,
01:18:18 12/17/25,50375,44000,92750,58748,49471,40980,81905,49512,49339,41965,92112,52812,49012,41030,81224,49333,47876,41442,87248,51056,48041,40920,78570,48891,47579,41317,83512,50309,47703,40892,74349,48346,47496,41369,79594,49235,9676,1856479,29092,1856479,8136,1856479,4982,1547066,1100,1547066,1046,1547066,1075,1547066,1104,1547066,5460,629,484,444,14,14,14,14,22,
01:18:28 12/17/25,50375,44000,92750,58730,49642,40980,81905,49511,50016,41965,92112,52805,48978,41030,81224,49331,48061,41442,87248,51049,48033,40920,78570,48889,47645,41317,83512,50303,47704,40892,74349,48345,47522,41369,79594,49231,5878,1856479,24341,1856479,2032,1547066,2032,1547066,2032,1547066,2032,1547066,2032,1547066,494,1547066,5146,668,632,401,4,4,5,4,13,
01:18:38 12/17/25,50250,44000,92750,58711,48522,40980,81905,49509,49078,41965,92112,52798,47787,41030,81224,49328,47656,41442,87248,51042,47634,40920,78570,48886,47388,41317,83512,50297,47457,40892,74349,48343,47327,41369,79594,49227,9039,1547066,18262,1856479,585,1547066,585,1547066,585,1547066,585,1547066,585,1547066,486,1547066,5046,507,503,5,5,4,5,6,13,
01:18:48 12/17/25,50000,44000,92750,58692,48407,40980,81905,49507,49521,41965,92112,52789,47988,41030,81224,49325,47722,41442,87248,51034,47614,40920,78570,48883,47362,41317,83512,50290,47395,40892,74349,48341,47261,41369,79594,49222,10754,1856479,735,1856479,1509,1547066,1471,1547066,1372,1547066,1372,1547066,1372,1547066,686,1547066,5066,415,615,159,4,4,4,4,12,
01:18:58 12/17/25,51500,44000,92750,58674,49807,40980,81905,49507,50173,41965,92112,52783,49168,41030,81224,49324,49298,41442,87248,51029,48185,40920,78570,48882,47949,41317,83512,50285,47829,40892,74349,48340,47733,41369,79594,49219,39758,1856479,13616,1856479,21305,1547066,4390,1547066,1314,1547066,546,1547066,546,1547066,546,1547066,5500,672,440,368,396,26,5,4,14,
01:19:08 12/17/25,50625,44000,92750,58657,48883,40980,81905,49506,49408,41965,92112,52777,48185,41030,81224,49323,48019,41442,87248,51023,47975,40920,78570,48880,47744,41317,83512,50279,47809,40892,74349,48338,47649,41369,79594,49215,18869,1856479,9540,1856479,989,1547066,989,1547066,989,1547066,989,1547066,989,1547066,494,1547066,5060,501,478,5,4,4,4,4,10,
01:19:18 12/17/25,50250,44000,92750,58639,48747,40980,81905,49505,49243,41965,92112,52769,48657,41030,81224,49321,47900,41442,87248,51016,47959,40920,78570,48878,47622,41317,83512,50273,47714,40892,74349,48337,47547,41369,79594,49212,5359,1856479,11598,1856479,2240,1547066,680,1547066,680,1547066,680,1547066,680,1547066,1460,1547066,5060,378,458,355,4,5,4,4,13,
01:19:28 12/17/25,50375,44000,92750,58621,48817,40980,81905,49504,49410,41965,92112,52762,48275,41030,81224,49319,47899,41442,87248,51009,47898,40920,78570,48876,47600,41317,83512,50268,47688,40892,74349,48336,47528,41369,79594,49208,12338,1856479,3014,1856479,1467,1547066,1517,1547066,1568,1547066,1568,1547066,1568,1547066,22,1547066,5067,451,517,146,4,4,5,4,11,
01:19:38 12/17/25,50625,44000,92750,58602,49300,40980,81905,49502,49890,41965,92112,52755,48625,41030,81224,49317,48324,41442,87248,51003,48085,40920,78570,48874,47701,41317,83512,50262,47746,40892,74349,48335,47572,41369,79594,49205,15428,1856479,6062,1856479,6843,1547066,3623,1547066,2744,1547066,398,1547066,398,1547066,398,1547066,5295,577,573,183,114,42,4,5,12,
01:19:48 12/17/25,50375,44000,92750,58585,48776,40980,81905,49501,49444,41965,92112,52748,48381,41030,81224,49315,48020,41442,87248,50996,48018,40920,78570,48872,47742,41317,83512,50256,47807,40892,74349,48333,47675,41369,79594,49201,12315,1856479,5353,1547066,3063,1856479,0,1547066,0,1547066,0,1547066,0,1547066,816,1547066,5045,409,483,158,4,5,4,4,12,
01:19:58 12/17/25,50375,44000,92750,58566,49002,40980,81905,49500,49589,41965,92112,52741,48570,41030,81224,49313,47940,41442,87248,50989,47964,40920,78570,48870,47625,41317,83512,50251,47710,40892,74349,48332,47541,41369,79594,49198,3502,1856479,16694,1856479,587,1547066,0,1547066,0,1547066,0,1547066,0,1547066,587,1547066,5065,500,538,283,4,5,4,4,10,
01:20:08 12/17/25,50250,44000,92750,58548,49063,40980,81905,49498,49504,41965,92112,52733,48282,41030,81224,49311,47977,41442,87248,50983,47968,40920,78570,48868,47685,41317,83512,50245,47776,40892,74349,48331,47615,41369,79594,49194,990,1856479,11669,1856479,3537,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1714,1547066,5027,529,517,92,4,4,5,4,12,
01:20:18 12/17/25,50250,44000,92750,58530,48903,40980,81905,49497,49436,41965,92112,52726,48293,41030,81224,49308,48012,41442,87248,50976,48059,40920,78570,48866,47742,41317,83512,50239,47843,40892,74349,48329,47681,41369,79594,49191,12180,1547066,4540,1856479,1441,1547066,0,1547066,0,1547066,0,1547066,0,1547066,667,1547066,5092,466,503,84,4,7,5,5,11,
01:20:28 12/17/25,50500,44000,92750,58513,49475,40980,81905,49496,49254,41965,92112,52720,48762,41030,81224,49307,48171,41442,87248,50970,48146,40920,78570,48864,47821,41317,83512,50234,47888,40892,74349,48328,47763,41369,79594,49187,3093,1856479,19199,1856479,396,1547066,396,1547066,0,1547066,0,1547066,0,1547066,345,1547066,5039,583,379,264,57,6,6,6,13,
01:20:38 12/17/25,50375,44000,92750,58495,48709,40980,81905,49495,49450,41965,92112,52712,48349,41030,81224,49305,48007,41442,87248,50964,48041,40920,78570,48863,47762,41317,83512,50229,47853,40892,74349,48327,47697,41369,79594,49184,1411,1856479,20791,1856479,1272,1547066,1272,1547066,1272,1547066,1272,1547066,1272,1547066,0,1547066,5068,387,486,117,5,6,4,5,11,
01:20:48 12/17/25,50250,44000,92750,58477,48493,40980,81905,49493,49396,41965,92112,52705,48390,41030,81224,49303,47957,41442,87248,50957,47976,40920,78570,48861,47671,41317,83512,50223,47764,40892,74349,48326,47618,41369,79594,49181,19311,1856479,17750,1856479,8382,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1356,1547066,5232,305,505,216,4,5,4,5,11,
01:20:58 12/17/25,52000,44000,92750,58462,49972,40980,81905,49493,51282,41965,92112,52702,49606,41030,81224,49304,48905,41442,87248,50953,48449,40920,78570,48860,48153,41317,83512,50219,48066,40892,74349,48326,48006,41369,79594,49178,22520,1856479,13185,1856479,15524,1856479,11626,1547066,0,1547066,712,1547066,595,1547066,595,1547066,5653,555,735,443,96,5,4,4,14,
01:21:08 12/17/25,50875,44000,92750,58447,49167,40980,81905,49493,49666,41965,92112,52696,48662,41030,81224,49303,48244,41442,87248,50948,48194,40920,78570,48859,47916,41317,83512,50214,47989,40892,74349,48325,47855,41369,79594,49175,3435,1856479,14483,1856479,534,1547066,1068,1547066,1068,1547066,1068,1547066,1068,1547066,534,1547066,5087,490,503,157,4,4,4,4,12,
01:21:18 12/17/25,50500,44000,92750,58430,49013,40980,81905,49492,49555,41965,92112,52690,48308,41030,81224,49301,48150,41442,87248,50942,48118,40920,78570,48857,47879,41317,83512,50209,47952,40892,74349,48324,47832,41369,79594,49173,9410,1856479,22645,1856479,0,1547066,0,1547066,0,1547066,0,1547066,0,1547066,423,1547066,5121,491,489,5,4,4,5,4,10,
01:21:28 12/17/25,50625,44000,92750,58413,49894,40980,81905,49491,50039,41965,92112,52683,49432,41030,81224,49299,48341,41442,87248,50936,48449,40920,78570,48856,47981,41317,83512,50204,48092,40892,74349,48324,47875,41369,79594,49170,31439,1856479,11282,1856479,19040,1547066,1140,1547066,1140,1547066,1140,1547066,1113,1547066,1087,1547066,5331,639,543,440,14,15,14,15,21,
01:21:38 12/17/25,50625,44000,92750,58398,48994,40980,81905,49491,49950,41965,92112,52678,48539,41030,81224,49298,48274,41442,87248,50931,48189,40920,78570,48855,47927,41317,83512,50199,47964,40892,74349,48323,47836,41369,79594,49167,5553,1547066,14880,1547066,1213,1856479,870,1547066,870,1547066,870,1547066,870,1547066,435,1547066,5025,398,583,129,5,4,4,4,11,
01:21:48 12/17/25,50500,44000,92750,58381,48621,40980,81905,49489,49592,41965,92112,52672,48542,41030,81224,49296,48129,41442,87248,50925,48112,40920,78570,48853,47806,41317,83512,50194,47901,40892,74349,48322,47734,41369,79594,49164,5876,1856479,2774,1547066,5265,1856479,0,1547066,0,1547066,0,1547066,0,1547066,0,1547066,4994,291,517,233,4,5,5,4,10,
01:21:58 12/17/25,51375,44000,92750,58366,48800,40980,81905,49488,50150,41965,92112,52667,48846,41030,81224,49296,48330,41442,87248,50920,47417,40920,78570,48851,47271,41317,83512,50189,47053,40892,74349,48321,47094,41369,79594,49161,19584,1856479,31899,1856479,9547,1547066,6463,1547066,195,1547066,195,1547066,316,1547066,316,1547066,5622,478,645,589,255,4,5,4,12,
01:22:08 12/17/25,49750,44000,92750,58349,47753,40980,81905,49485,48242,41965,92112,52659,47271,41030,81224,49292,46900,41442,87248,50912,46852,40920,78570,48847,46606,41317,83512,50182,46667,40892,74349,48317,46561,41369,79594,49155,7721,1856479,744,1856479,3809,1547066,1489,1547066,1489,1547066,1489,1547066,0,1547066,744,1547066,4973,461,463,186,4,5,4,4,11,
01:22:18 12/17/25,49500,44000,92750,58330,47867,40980,81905,49482,48773,41965,92112,52650,47274,41030,81224,49288,47220,41442,87248,50904,47113,40920,78570,48843,46907,41317,83512,50175,46958,40892,74349,48314,46826,41369,79594,49150,15945,1856479,6550,1856479,0,1856479,287,1547066,287,1547066,287,1547066,287,1547066,287,1547066,5052,431,558,4,4,5,4,5,10,
01:22:28 12/17/25,50000,44000,92750,58312,48180,40980,81905,49479,49077,41965,92112,52642,47565,41030,81224,49285,47400,41442,87248,50897,47343,40920,78570,48840,47098,41317,83512,50168,47125,40892,74349,48311,47025,41369,79594,49146,9142,1547066,1346,1856479,2130,1547066,569,1547066,569,1547066,569,1547066,569,1547066,569,1547066,5075,467,556,74,4,4,5,4,15,
01:22:38 12/17/25,49875,44000,92750,58294,48482,40980,81905,49477,49035,41965,92112,52634,47964,41030,81224,49282,47555,41442,87248,50890,47546,40920,78570,48837,47270,41317,83512,50162,47345,40892,74349,48309,47186,41369,79594,49141,3083,1856479,774,1856479,774,1547066,774,1547066,774,1547066,774,1547066,774,1547066,1553,1547066,4944,485,519,148,5,4,4,5,12,
01:22:48 12/17/25,49875,44000,92750,58276,48251,40980,81905,49475,48887,41965,92112,52626,47933,41030,81224,49279,47542,41442,87248,50883,47566,40920,78570,48835,47275,41317,83512,50156,47365,40892,74349,48307,47202,41369,79594,49137,16458,1547066,3351,1856479,267,1547066,267,1547066,267,1547066,267,1547066,267,1547066,267,1547066,5096,384,471,173,4,5,4,4,10,
01:22:58 12/17/25,51250,44000,92750,58260,50149,40980,81905,49475,49964,41965,92112,52621,49601,41030,81224,49278,48718,41442,87248,50878,48142,40920,78570,48833,47783,41317,83512,50150,47747,40892,74349,48306,47591,41369,79594,49134,36738,1856479,17260,1547066,14914,1547066,6341,1547066,948,1547066,1002,1547066,1002,1547066,1028,1547066,5733,731,492,545,251,4,4,5,11,
01:23:08 12/17/25,50625,44000,92750,58244,48444,40980,81905,49474,49380,41965,92112,52615,48264,41030,81224,49277,47906,41442,87248,50872,47918,40920,78570,48831,47641,41317,83512,50145,47721,40892,74349,48305,47564,41369,79594,49131,13144,1547066,672,1856479,672,1547066,2258,1547066,726,1547066,726,1547066,726,1547066,726,1547066,5057,317,500,157,4,4,4,4,11,
01:23:18 12/17/25,50250,44000,92750,58228,48605,40980,81905,49473,49184,41965,92112,52608,48137,41030,81224,49275,47848,41442,87248,50866,47861,40920,78570,48829,47559,41317,83512,50140,47659,40892,74349,48303,47496,41369,79594,49127,4101,1547066,21981,1856479,0,1856479,0,1547066,0,1547066,0,1547066,0,1547066,1199,1547066,5078,416,480,74,5,4,4,5,12,
01:23:28 12/17/25,50250,44000,92750,58211,48693,40980,81905,49471,49018,41965,92112,52601,48434,41030,81224,49272,47730,41442,87248,50860,47876,40920,78570,48827,47497,41317,83512,50135,47610,40892,74349,48302,47447,41369,79594,49124,9223,1480492,3808,1776630,0,1480492,0,1547066,0,1547066,0,1547066,0,1547066,744,1547066,5228,409,407,309,5,4,5,5,9,
01:23:38 12/17/25,50375,44000,92750,58194,49678,40980,81905,49470,49622,41965,92112,52595,48978,41030,81224,49270,48297,41442,87248,50853,48194,40920,78570,48825,47803,41317,83512,50129,47842,40892,74349,48301,47662,41369,79594,49120,9488,1856479,14199,1856479,13421,1547066,3314,1547066,2537,1547066,2537,1547066,2537,1547066,1645,1547066,5279,638,474,332,106,12,13,12,22,
01:23:48 12/17/25,50250,44000,92750,58178,48438,40980,81905,49468,49474,41965,92112,52588,47923,41030,81224,49268,47837,41442,87248,50847,47778,40920,78570,48823,47522,41317,83512,50124,47601,40892,74349,48299,47467,41369,79594,49117,39345,1856479,27734,1856479,27734,1547066,20767,1547066,10704,1547066,7608,1856479,0,1856479,1295,1547066,6273,400,565,4,5,4,4,5,11,
01:23:58 12/17/25,51875,44000,92750,58164,49978,40980,81905,49469,51157,41965,92112,52584,49502,41030,81224,49269,49033,41442,87248,50844,48479,40920,78570,48823,48153,41317,83512,50120,48098,40892,74349,48299,47989,41369,79594,49115,29048,1856479,21960,1856479,18819,1547066,7038,1547066,2325,1547066,0,1547066,0,1547066,770,1547066,5815,565,678,412,161,4,4,5,12,
01:24:08 12/17/25,51000,44000,92750,58150,49212,40980,81905,49469,49716,41965,92112,52579,48800,41030,81224,49268,48275,41442,87248,50839,48304,40920,78570,48822,47999,41317,83512,50116,48058,40892,74349,48299,47906,41369,79594,49112,2905,1856479,17739,1856479,281,1547066,2125,1547066,2125,1547066,2125,1547066,2125,1547066,1344,1547066,5040,467,499,177,4,4,5,4,12,
01:24:18 12/17/25,50750,44000,92750,58134,48767,40980,81905,49468,50252,41965,92112,52573,48362,41030,81224,49266,48352,41442,87248,50834,48209,40920,78570,48821,47992,41317,83512,50111,48047,40892,74349,48298,47911,41369,79594,49110,12690,1856479,15771,1856479,1136,1547066,1906,1547066,1906,1547066,1906,1547066,1707,1547066,1007,1547066,5043,341,646,4,4,4,4,4,11,
01:24:28 12/17/25,50625,44000,92750,58119,49062,40980,81905,49467,49726,41965,92112,52567,48720,41030,81224,49265,48192,41442,87248,50829,48227,40920,78570,48820,47878,41317,83512,50107,47957,40892,74349,48298,47794,41369,79594,49107,17189,1856479,569,1547066,3432,1547066,569,1547066,1078,1547066,1018,1547066,1018,1547066,1018,1547066,5047,434,527,194,4,5,4,5,10,
01:24:38 12/17/25,50375,44000,92750,58103,48689,40980,81905,49466,48944,41965,92112,52561,48605,41030,81224,49264,47914,41442,87248,50823,48127,40920,78570,48818,47704,41317,83512,50102,47849,40892,74349,48297,47643,41369,79594,49104,24526,1856479,12921,1856479,12943,1856479,0,1547066,0,1547066,0,1547066,0,1547066,660,1547066,5444,326,359,292,4,4,6,4,11,
01:24:48 12/17/25,50625,44000,92750,58088,49184,40980,81905,49466,49655,41965,92112,52556,48391,41030,81224,49263,48201,41442,87248,50818,48185,40920,78570,48817,47915,41317,83512,50098,47991,40892,74349,48296,47835,41369,79594,49102,16175,1856479,893,1856479,0,1856479,0,1547066,0,1547066,0,1547066,0,1547066,794,1547066,5062,510,510,4,4,4,5,4,10,
01:24:58 12/17/25,50500,44000,92750,58072,49232,40980,81905,49465,49698,41965,92112,52550,48733,41030,81224,49261,48230,41442,87248,50813,48261,40920,78570,48816,47957,41317,83512,50093,48060,40892,74349,48296,47873,41369,79594,49099,13199,1547066,3156,1856479,66,1547066,66,1547066,66,1547066,66,1547066,66,1547066,838,1547066,5077,503,489,143,5,4,4,4,10,
01:25:08 12/17/25,50500,44000,92750,58058,49162,40980,81905,49465,49567,41965,92112,52545,48800,41030,81224,49260,48206,41442,87248,50808,48272,40920,78570,48815,47935,41317,83512,50089,48048,40892,74349,48295,47879,41369,79594,49097,4989,1856479,6555,1547066,1858,1547066,292,1547066,292,1547066,292,1547066,292,1547066,1075,1547066,5054,438,464,236,4,5,4,4,11,
01:25:18 12/17/25,50625,44000,92750,58043,48649,40980,81905,49464,49781,41965,92112,52539,48497,41030,81224,49259,48203,41442,87248,50803,48215,40920,78570,48814,47890,41317,83512,50085,47992,40892,74349,48295,47841,41369,79594,49094,1941,1856479,19014,1856479,1165,1547066,1165,1547066,1165,1547066,1165,1547066,1165,1547066,582,1547066,5079,297,555,132,5,5,5,5,10,
01:25:28 12/17/25,50625,44000,92750,58028,48955,40980,81905,49463,49589,41965,92112,52533,48756,41030,81224,49257,48136,41442,87248,50797,48181,40920,78570,48813,47844,41317,83512,50080,47943,40892,74349,48294,47769,41369,79594,49092,5530,1856479,3933,1856479,4705,1856479,19,1547066,19,1547066,19,1547066,19,1547066,1565,1547066,5138,405,483,283,4,4,5,4,11,
01:25:38 12/17/25,50500,44000,92750,58012,49148,40980,81905,49462,49803,41965,92112,52527,48524,41030,81224,49256,48213,41442,87248,50792,48220,40920,78570,48811,47912,41317,83512,50076,47997,40892,74349,48293,47821,41369,79594,49089,8318,1856479,14567,1856479,1034,1547066,506,1547066,506,1547066,506,1547066,506,1547066,506,1547066,5068,471,543,93,4,4,5,4,11,
01:25:48 12/17/25,50875,44000,92750,57997,48875,40980,81905,49462,50121,41965,92112,52522,48390,41030,81224,49255,48376,41442,87248,50787,48251,40920,78570,48810,48010,41317,83512,50072,48048,40892,74349,48293,47926,41369,79594,49087,18090,1856479,6427,1856479,0,1856479,1036,1547066,1086,1547066,1086,1547066,1086,1547066,543,1547066,5045,365,607,4,5,4,4,5,10,
01:25:59 12/17/25,50500,44000,92750,57982,48874,40980,81905,49461,49948,41965,92112,52516,48336,41030,81224,49253,48252,41442,87248,50782,48191,40920,78570,48809,47919,41317,83512,50067,47991,40892,74349,48292,47846,41369,79594,49084,13897,1856479,3754,1856479,608,1547066,574,1547066,574,1547066,574,1547066,574,1547066,600,1547066,5080,411,589,5,4,4,5,4,10,
01:26:09 12/17/25,50625,44000,92750,57967,49163,40980,81905,49461,49896,41965,92112,52511,48454,41030,81224,49252,48235,41442,87248,50776,48209,40920,78570,48808,47930,41317,83512,50063,48000,40892,74349,48292,47841,41369,79594,49082,3034,1856479,2255,1547066,6153,1547066,695,1547066,2255,1547066,2255,1547066,2255,1547066,347,1547066,4974,491,559,45,5,4,4,5,10,
01:26:19 12/17/25,50500,44000,92750,57952,48935,40980,81905,49460,49895,41965,92112,52505,48415,41030,81224,49250,48269,41442,87248,50771,48229,40920,78570,48807,47942,41317,83512,50059,48034,40892,74349,48291,47871,41369,79594,49079,12354,1856479,668,1856479,668,1547066,1336,1547066,1336,1547066,1336,1547066,1336,1547066,0,1547066,5062,400,562,37,4,4,5,4,11,
01:26:29 12/17/25,50500,44000,92750,57937,48978,40980,81905,49459,49628,41965,92112,52500,48278,41030,81224,49249,48126,41442,87248,50766,48132,40920,78570,48806,47827,41317,83512,50054,47919,40892,74349,48291,47749,41369,79594,49077,8237,1547066,24518,1856479,1150,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1926,1547066,5095,477,520,5,4,4,5,4,10,
01:26:39 12/17/25,50875,44000,92750,57922,49246,40980,81905,49458,49604,41965,92112,52494,48722,41030,81224,49248,48266,41442,87248,50761,48304,40920,78570,48804,47986,41317,83512,50050,48081,40892,74349,48290,47914,41369,79594,49074,8727,1547066,3236,1856479,883,1547066,1668,1547066,1668,1547066,1668,1547066,1668,1547066,99,1547066,5042,488,459,150,4,4,5,4,10,
01:26:49 12/17/25,51000,44000,92750,57908,49435,40980,81905,49457,50696,41965,92112,52489,49300,41030,81224,49247,48620,41442,87248,50756,48556,40920,78570,48803,48192,41317,83512,50046,48248,40892,74349,48290,48081,41369,79594,49072,13520,1856479,10430,1856479,22219,1856479,4969,1856479,287,1547066,287,1547066,264,1547066,1052,1547066,5461,401,675,398,14,14,13,14,23,
01:26:59 12/17/25,50500,44000,92750,57893,48765,40980,81905,49457,49247,41965,92112,52484,48005,41030,81224,49245,47813,41442,87248,50751,47776,40920,78570,48802,47538,41317,83512,50041,47565,40892,74349,48289,47483,41369,79594,49069,11386,1547066,14541,1856479,5077,1547066,1134,1547066,1134,1547066,1252,1547066,1252,1547066,626,1547066,5088,519,488,41,4,4,4,4,12,
01:27:09 12/17/25,49750,44000,92750,57878,47943,40980,81905,49454,48498,41965,92112,52477,47307,41030,81224,49242,46990,41442,87248,50745,46885,40920,78570,48799,46687,41317,83512,50036,46715,40892,74349,48287,46613,41369,79594,49065,877,1547066,19556,1856479,1655,1547066,877,1547066,877,1547066,877,1547066,877,1547066,877,1547066,5026,501,513,138,5,4,4,4,11,
01:27:19 12/17/25,49375,44000,92750,57861,47804,40980,81905,49451,48573,41965,92112,52469,47596,41030,81224,49239,47195,41442,87248,50738,47204,40920,78570,48796,46934,41317,83512,50029,47032,40892,74349,48284,46878,41369,79594,49061,12418,1856479,6215,1856479,805,1547066,805,1547066,1578,1547066,1578,1547066,1578,1547066,805,1547066,5058,334,483,196,4,4,5,4,12,
01:27:29 12/17/25,49750,44000,92750,57845,47962,40980,81905,49448,48843,41965,92112,52462,47859,41030,81224,49236,47395,41442,87248,50731,47402,40920,78570,48793,47080,41317,83512,50023,47182,40892,74349,48282,47044,41369,79594,49056,3640,1856479,9865,1547066,2052,1547066,489,1547066,2052,1547066,2052,1547066,2052,1547066,489,1547066,5015,322,512,251,4,4,5,4,10,
01:27:39 12/17/25,49750,44000,92750,57828,48305,40980,81905,49446,48698,41965,92112,52455,48067,41030,81224,49233,47409,41442,87248,50724,47512,40920,78570,48790,47162,41317,83512,50017,47296,40892,74349,48279,47115,41369,79594,49053,1578,1547066,15511,1856479,1604,1547066,58,1547066,58,1547066,58,1547066,58,1547066,58,1547066,5064,393,447,287,4,4,4,4,11,
